player,rating,ratingDeviation,volatility,gamesPlayed,confirmedTier,isAuthenticated,hasUsername,createdAt,lastActiveAt
p00015,996.5,185.9,0.05999816404833185,3,Square Pyramid,false,false,2026-03-09T22:06:31.245Z,2026-03-10T23:54:48.052Z
p00016,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T22:21:47.864Z,2026-03-09T22:21:47.864Z
p00017,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T22:22:12.851Z,2026-03-09T22:29:23.827Z
p00018,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T22:31:59.342Z,2026-03-09T22:31:59.342Z
p00019,795.3,100.7,0.05999559007057789,14,Tetrahedron,false,false,2026-03-09T22:32:20.718Z,2026-03-09T22:38:27.778Z
p00020,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T22:43:01.780Z,2026-03-09T22:43:01.780Z
p00021,928.3,127.3,0.05999654905536209,8,Square Pyramid,false,false,2026-03-09T22:43:05.675Z,2026-03-09T23:17:53.477Z
p00022,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T22:43:50.894Z,2026-03-09T22:43:50.894Z
p00023,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T22:52:57.389Z,2026-03-09T22:52:57.389Z
p00024,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T22:53:42.737Z,2026-03-09T22:53:42.737Z
p00025,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T22:53:43.148Z,2026-03-09T22:53:43.148Z
p00026,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T22:54:11.578Z,2026-03-11T04:24:05.027Z
p00027,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:04:19.671Z,2026-03-09T23:04:19.671Z
p00028,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:04:32.683Z,2026-03-09T23:04:32.683Z
p00029,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:14:37.482Z,2026-03-09T23:14:37.482Z
p00030,1200,350,0.06,0,Pentagonal Prism,true,true,2026-03-09T23:18:42.741Z,2026-03-09T23:57:37.922Z
p00031,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:27:17.031Z,2026-03-09T23:27:17.031Z
p00032,1374.4,257.5,0.05999929836706556,1,Pentagonal Prism,false,false,2026-03-09T23:28:11.461Z,2026-03-09T23:28:11.461Z
p00033,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:28:23.511Z,2026-03-09T23:28:23.511Z
p00034,1606.7,187.8,0.0599984409089331,3,Pentagonal Prism,false,false,2026-03-09T23:29:27.749Z,2026-03-10T21:30:15.926Z
p00035,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:29:30.090Z,2026-03-09T23:29:30.090Z
p00036,557.3,127.7,0.05999463309551707,8,Tetrahedron,false,false,2026-03-09T23:30:20.479Z,2026-03-09T23:30:20.479Z
p00037,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:33:50.563Z,2026-03-09T23:33:50.563Z
p00038,1374.3,259,0.05999931824080383,1,Pentagonal Prism,false,false,2026-03-09T23:36:55.825Z,2026-03-09T23:36:55.825Z
p00039,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:36:57.874Z,2026-03-09T23:36:57.874Z
p00040,1497.7,135,0.05999681278784853,7,Octahedron,true,true,2026-03-09T23:37:35.112Z,2026-03-10T19:49:47.756Z
p00041,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:38:07.221Z,2026-03-11T02:13:33.469Z
p00042,1418,169.1,0.05999769419017348,4,Pentagonal Prism,false,false,2026-03-09T23:39:33.205Z,2026-03-09T23:45:13.211Z
p00043,1567.3,187.4,0.05999802658067866,3,Pentagonal Prism,false,false,2026-03-09T23:42:16.969Z,2026-03-10T01:06:47.931Z
p00044,1606.6,107.9,0.05999590208138853,12,Heptagonal Prism,false,false,2026-03-09T23:42:41.948Z,2026-03-30T03:14:28.484Z
p00045,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:42:42.165Z,2026-03-09T23:42:42.165Z
p00046,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:45:41.847Z,2026-03-09T23:45:41.847Z
p00047,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:45:56.152Z,2026-03-28T19:16:50.743Z
p00048,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:47:08.923Z,2026-03-09T23:47:08.923Z
p00049,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:47:20.888Z,2026-03-09T23:47:20.888Z
p00050,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:49:27.024Z,2026-03-09T23:49:27.024Z
p00051,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:49:58.153Z,2026-03-09T23:49:58.153Z
p00052,1588.4,185.7,0.05999816702312121,3,Pentagonal Prism,false,false,2026-03-09T23:51:13.564Z,2026-05-08T02:02:26.407Z
p00053,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:51:57.936Z,2026-03-09T23:51:57.936Z
p00054,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:52:49.095Z,2026-03-09T23:52:49.095Z
p00055,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:52:58.060Z,2026-03-09T23:52:58.060Z
p00056,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:56:27.432Z,2026-03-09T23:56:27.432Z
p00057,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:56:49.519Z,2026-03-09T23:56:49.519Z
p00058,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:57:15.458Z,2026-03-09T23:57:15.458Z
p00059,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-09T23:57:30.668Z,2026-03-09T23:57:30.668Z
p00060,1649.2,62.8,0.05998533801263105,139,Heptagonal Prism,true,true,2026-03-09T23:58:29.546Z,2026-03-31T01:42:10.507Z
p00061,1494.6,215,0.0599987322664867,2,Pentagonal Prism,false,false,2026-03-09T23:59:32.617Z,2026-03-09T23:59:32.617Z
p00062,1404.2,187.9,0.05999818880867516,3,Pentagonal Prism,true,true,2026-03-10T00:01:23.887Z,2026-03-10T00:01:23.887Z
p00063,1254.4,215,0.05999872279406046,2,Pentagonal Prism,false,false,2026-03-10T00:05:30.244Z,2026-03-10T00:05:30.244Z
p00064,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:05:45.554Z,2026-03-10T00:05:45.554Z
p00065,1146.8,215,0.05999875009855106,2,Pentagonal Prism,false,false,2026-03-10T00:06:31.399Z,2026-03-10T23:10:48.597Z
p00066,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:06:37.809Z,2026-03-10T00:06:37.809Z
p00067,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:09:01.057Z,2026-03-10T03:12:16.031Z
p00068,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:11:39.893Z,2026-03-10T00:11:39.893Z
p00069,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:12:52.934Z,2026-03-10T00:12:52.934Z
p00070,1374.3,259,0.05999931824080383,1,Pentagonal Prism,true,true,2026-03-10T00:13:11.035Z,2026-03-10T00:13:11.035Z
p00071,1254.4,215,0.05999872279406046,2,Pentagonal Prism,false,false,2026-03-10T00:13:13.935Z,2026-03-10T00:13:13.935Z
p00072,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:15:58.130Z,2026-03-10T00:15:58.130Z
p00073,1200,350,0.06,0,Pentagonal Prism,true,true,2026-03-10T00:16:43.549Z,2026-03-10T01:58:50.623Z
p00074,461.4,87.8,0.05999021767303256,48,Tetrahedron,false,false,2026-03-10T00:17:20.088Z,2026-03-11T01:08:33.388Z
p00075,1025.7,259,0.05999931824080383,1,Pentagonal Prism,false,false,2026-03-10T00:18:02.563Z,2026-03-10T01:23:31.183Z
p00076,1165.2,212.8,0.05999853676394776,2,Pentagonal Prism,true,true,2026-03-10T00:18:46.769Z,2026-03-10T00:26:09.885Z
p00077,1368.4,63.1,0.05998530869591142,101,Pentagonal Prism,true,true,2026-03-10T00:19:38.415Z,2026-03-11T04:29:09.272Z
p00078,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:21:18.274Z,2026-03-10T00:21:18.274Z
p00079,1025.7,259,0.05999931824080383,1,Pentagonal Prism,false,false,2026-03-10T00:25:17.269Z,2026-03-10T00:37:35.335Z
p00080,1263.4,76.5,0.05999300431946803,29,Pentagonal Prism,true,true,2026-03-10T00:25:32.971Z,2026-04-05T03:03:55.118Z
p00081,1875.3,98.4,0.05999495417100853,15,Square Antiprism,true,true,2026-03-10T00:25:36.549Z,2026-03-10T03:06:34.593Z
p00082,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:26:29.403Z,2026-03-10T00:26:29.403Z
p00083,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:26:33.554Z,2026-03-10T00:26:33.554Z
p00084,1250.7,215,0.0599987164091365,2,Pentagonal Prism,false,false,2026-03-10T00:30:00.791Z,2026-03-11T00:05:31.207Z
p00085,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:30:47.109Z,2026-03-10T00:30:47.109Z
p00086,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:31:59.324Z,2026-03-10T02:08:57.439Z
p00087,923.8,78.7,0.05999438398757839,26,Square Pyramid,false,false,2026-03-10T00:32:04.497Z,2026-03-17T20:42:12.569Z
p00088,1025.7,259,0.05999931824080383,1,Pentagonal Prism,false,false,2026-03-10T00:32:57.480Z,2026-03-18T01:00:45.614Z
p00089,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:35:21.211Z,2026-03-10T00:35:21.211Z
p00090,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:36:17.103Z,2026-03-10T00:36:17.103Z
p00091,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:36:18.399Z,2026-03-12T15:42:32.625Z
p00092,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:36:20.598Z,2026-03-10T00:36:20.598Z
p00093,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:36:45.525Z,2026-03-10T00:36:45.525Z
p00094,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:36:50.981Z,2026-03-10T00:36:50.981Z
p00095,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:37:15.413Z,2026-03-10T00:37:15.413Z
p00096,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:37:18.337Z,2026-03-10T00:37:18.337Z
p00097,1370.2,259,0.05999928040443712,1,Pentagonal Prism,false,false,2026-03-10T00:37:24.622Z,2026-03-11T05:32:53.526Z
p00098,1800.2,134.7,0.05999616529856891,7,Heptagonal Prism,false,false,2026-03-10T00:37:38.258Z,2026-03-10T01:21:06.142Z
p00099,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:39:50.848Z,2026-03-10T00:39:50.848Z
p00100,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:39:53.946Z,2026-03-10T00:39:53.946Z
p00101,1147.7,213.7,0.05999872008666821,2,Pentagonal Prism,false,false,2026-03-10T00:39:59.206Z,2026-03-10T00:39:59.206Z
p00102,1826.1,134.1,0.05999664260582677,7,Heptagonal Prism,false,false,2026-03-10T00:40:30.922Z,2026-03-10T02:56:37.548Z
p00103,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:40:40.924Z,2026-03-10T00:40:40.924Z
p00104,1602.5,63.8,0.05999025439575995,71,Heptagonal Prism,false,false,2026-03-10T00:40:55.368Z,2026-03-10T22:09:52.799Z
p00105,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:42:20.117Z,2026-03-10T00:42:20.117Z
p00106,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:45:18.131Z,2026-03-10T00:45:18.131Z
p00107,1468.3,144,0.05999726091201116,6,Octahedron,false,false,2026-03-10T00:45:34.306Z,2026-03-10T00:57:11.675Z
p00108,1494.6,215,0.0599987322664867,2,Pentagonal Prism,false,false,2026-03-10T00:45:59.886Z,2026-03-13T00:30:08.257Z
p00109,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:50:06.015Z,2026-03-10T00:50:06.015Z
p00110,1025.7,259,0.05999931824080383,1,Pentagonal Prism,false,false,2026-03-10T00:52:21.923Z,2026-03-10T22:12:56.865Z
p00111,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:52:23.814Z,2026-03-10T00:52:23.814Z
p00112,1146.8,215,0.05999875009855106,2,Pentagonal Prism,false,false,2026-03-10T00:52:47.479Z,2026-03-10T22:15:21.310Z
p00113,1340.9,186.1,0.05999825829990386,3,Pentagonal Prism,false,false,2026-03-10T00:53:12.434Z,2026-03-10T19:57:25.460Z
p00114,1659.6,165.9,0.05999754096624583,4,Heptagonal Prism,false,false,2026-03-10T00:53:20.730Z,2026-03-10T21:26:48.600Z
p00115,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:53:24.053Z,2026-03-10T20:59:01.303Z
p00116,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:54:59.892Z,2026-03-10T00:54:59.892Z
p00117,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:55:06.795Z,2026-03-10T02:59:29.372Z
p00118,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:55:51.357Z,2026-03-10T00:55:51.357Z
p00119,2190.1,67.3,0.05999151253147083,49,Dodecahedron,true,true,2026-03-10T00:56:10.492Z,2026-03-14T16:34:09.124Z
p00120,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:56:20.898Z,2026-03-10T00:56:20.898Z
p00121,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:56:47.574Z,2026-03-10T00:56:47.574Z
p00122,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T00:59:55.659Z,2026-03-10T00:59:55.659Z
p00123,2066.9,94.8,0.05999546736223589,16,Dodecahedron,true,true,2026-03-10T01:00:44.650Z,2026-03-30T23:38:10.526Z
p00124,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:01:15.337Z,2026-03-10T01:01:15.337Z
p00125,1965.2,71.8,0.05999160426708163,36,Square Antiprism,true,true,2026-03-10T01:01:30.519Z,2026-03-11T23:29:47.061Z
p00126,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:01:56.086Z,2026-03-10T01:01:56.086Z
p00127,1818.5,94.9,0.05999361683330362,16,Heptagonal Prism,false,false,2026-03-10T01:01:59.302Z,2026-03-10T01:24:50.088Z
p00128,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:04:58.003Z,2026-03-10T01:04:58.003Z
p00129,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:04:59.415Z,2026-03-10T02:57:19.766Z
p00130,1374.3,259,0.05999931824080383,1,Pentagonal Prism,false,false,2026-03-10T01:05:35.870Z,2026-03-10T01:05:35.870Z
p00131,1025.7,259,0.05999931824080383,1,Pentagonal Prism,false,false,2026-03-10T01:09:46.152Z,2026-03-10T01:09:46.152Z
p00132,1608.2,142.3,0.05999710964635481,6,Octahedron,false,false,2026-03-10T01:10:02.117Z,2026-03-10T01:15:08.032Z
p00133,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:10:41.236Z,2026-03-10T01:10:41.236Z
p00134,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:11:15.455Z,2026-03-10T01:11:15.455Z
p00135,1723.7,154.6,0.0599974689706286,5,Heptagonal Prism,true,true,2026-03-10T01:11:22.651Z,2026-03-10T01:19:18.853Z
p00136,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:13:55.940Z,2026-03-10T01:13:55.940Z
p00137,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:16:51.210Z,2026-03-10T02:00:42.709Z
p00138,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:19:43.450Z,2026-03-10T05:47:15.655Z
p00139,1832.1,86.4,0.05999502884018915,20,Square Antiprism,true,true,2026-03-10T01:21:54.692Z,2026-04-13T00:19:32.489Z
p00140,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:23:39.249Z,2026-03-10T01:23:39.249Z
p00141,1025.7,259,0.05999931824080383,1,Pentagonal Prism,false,false,2026-03-10T01:24:49.338Z,2026-03-10T01:24:49.338Z
p00142,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:25:41.044Z,2026-03-10T01:25:41.044Z
p00143,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:28:00.795Z,2026-03-10T01:28:00.795Z
p00144,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:28:34.316Z,2026-03-10T01:28:34.316Z
p00145,1493.7,214.1,0.0599987143286043,2,Pentagonal Prism,false,false,2026-03-10T01:30:00.014Z,2026-03-22T20:42:44.167Z
p00146,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:31:53.103Z,2026-03-10T01:31:53.103Z
p00147,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:32:34.360Z,2026-03-10T01:32:34.360Z
p00148,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:36:50.811Z,2026-03-10T01:36:50.811Z
p00149,1758.8,63.5,0.05998803711820102,71,Heptagonal Prism,true,true,2026-03-10T01:39:02.608Z,2026-05-18T15:27:52.148Z
p00150,1826.4,70.5,0.05999325839486576,39,Square Antiprism,true,true,2026-03-10T01:40:01.531Z,2026-03-10T03:22:17.729Z
p00151,1375.7,257.8,0.05999931524387939,1,Pentagonal Prism,true,true,2026-03-10T01:40:36.921Z,2026-03-14T23:48:14.522Z
p00152,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:41:51.532Z,2026-03-10T01:41:51.532Z
p00153,1374.4,255.7,0.05999927303905429,1,Pentagonal Prism,false,false,2026-03-10T01:43:22.692Z,2026-03-10T01:43:22.692Z
p00154,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:43:56.532Z,2026-03-16T11:02:43.945Z
p00155,1029.2,255.8,0.05999924136479536,1,Pentagonal Prism,false,false,2026-03-10T01:46:12.703Z,2026-03-10T01:46:12.703Z
p00156,1370.4,257.8,0.05999926574522348,1,Pentagonal Prism,false,false,2026-03-10T01:46:44.610Z,2026-03-10T01:46:44.610Z
p00157,1746.5,106.8,0.05999471571313678,12,Heptagonal Prism,true,true,2026-03-10T01:48:57.342Z,2026-03-10T23:01:06.603Z
p00158,1642.7,167.7,0.0599975710777625,4,Heptagonal Prism,false,false,2026-03-10T01:49:00.185Z,2026-03-10T01:54:20.054Z
p00159,2030.1,63.4,0.05998768715686219,86,Dodecahedron,true,true,2026-03-10T01:50:38.670Z,2026-03-20T20:21:54.860Z
p00160,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:51:36.712Z,2026-03-10T01:51:36.712Z
p00161,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:52:58.870Z,2026-03-10T01:52:58.870Z
p00162,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:54:20.809Z,2026-03-10T01:54:20.809Z
p00163,1500.4,212.9,0.05999873590592953,2,Pentagonal Prism,false,false,2026-03-10T01:54:45.092Z,2026-03-15T03:00:24.418Z
p00164,1143.1,215,0.05999875018007263,2,Pentagonal Prism,false,false,2026-03-10T01:55:16.135Z,2026-03-11T00:03:37.594Z
p00165,3015.5,85.4,0.05990233454818009,165,Icosahedron,true,true,2026-03-10T01:56:11.401Z,2026-03-19T00:46:38.591Z
p00166,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T01:59:41.783Z,2026-03-10T01:59:41.783Z
p00167,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T02:01:04.015Z,2026-03-10T02:01:04.015Z
p00168,1200,350,0.06,0,Pentagonal Prism,true,true,2026-03-10T02:01:17.571Z,2026-03-10T02:01:17.571Z
p00169,1583,186.3,0.0599981729608155,3,Pentagonal Prism,true,true,2026-03-10T02:04:03.883Z,2026-03-13T03:30:32.898Z
p00170,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T02:06:59.396Z,2026-03-10T02:06:59.396Z
p00171,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T02:14:05.012Z,2026-03-10T02:14:05.012Z
p00172,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T02:14:22.885Z,2026-03-12T15:45:20.075Z
p00173,1013.2,254.1,0.05999937351966367,1,Pentagonal Prism,false,false,2026-03-10T02:15:26.760Z,2026-03-18T00:36:57.522Z
p00174,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T02:16:12.475Z,2026-03-10T02:16:12.475Z
p00175,1031,257.8,0.0599992530048532,1,Pentagonal Prism,false,false,2026-03-10T02:18:37.820Z,2026-03-11T00:12:26.664Z
p00176,1713.2,100.2,0.0599952444775525,14,Heptagonal Prism,false,false,2026-03-10T02:19:26.983Z,2026-03-10T02:24:40.902Z
p00177,1031.5,259,0.05999926530594201,1,Pentagonal Prism,false,false,2026-03-10T02:20:21.416Z,2026-03-10T02:20:21.416Z
p00178,2236.6,63.5,0.05998660950562801,83,Hexagonal Antiprism,true,true,2026-03-10T02:21:27.046Z,2026-03-21T22:59:41.168Z
p00179,1519.5,166.9,0.05999777507812255,4,Octahedron,false,false,2026-03-10T02:23:08.536Z,2026-03-10T02:23:08.536Z
p00180,1510.9,166.9,0.05999770906272246,4,Octahedron,false,false,2026-03-10T02:23:35.624Z,2026-03-10T02:23:35.624Z
p00181,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T02:25:25.521Z,2026-03-10T02:25:25.521Z
p00182,1556.3,110.7,0.05999576779626922,11,Octahedron,false,false,2026-03-10T02:27:16.716Z,2026-03-17T20:05:10.825Z
p00183,2705.1,66.8,0.05997863434582321,59,Icosahedron,true,true,2026-03-10T02:27:17.819Z,2026-03-18T01:33:31.420Z
p00184,1036.9,167.4,0.05999801532788927,4,Square Pyramid,false,false,2026-03-10T02:28:54.387Z,2026-03-10T03:23:26.098Z
p00185,1698.7,134.2,0.0599958369426041,7,Heptagonal Prism,false,false,2026-03-10T02:29:07.410Z,2026-04-27T01:13:56.294Z
p00186,2542.6,63.6,0.05998889688631026,71,Icosahedron,true,true,2026-03-10T02:29:38.948Z,2026-04-11T05:11:39.537Z
p00187,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T02:30:36.429Z,2026-03-10T02:30:36.429Z
p00188,2089.5,82.1,0.05999265202618705,23,Dodecahedron,true,true,2026-03-10T02:33:19.712Z,2026-03-18T15:49:24.939Z
p00189,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T02:33:52.459Z,2026-03-10T02:33:52.459Z
p00190,1024.9,253.2,0.05999924530053627,1,Pentagonal Prism,false,false,2026-03-10T02:34:36.654Z,2026-03-18T00:56:49.802Z
p00191,1510.1,107.2,0.05999481494946752,12,Octahedron,false,false,2026-03-10T02:35:16.177Z,2026-03-11T22:34:40.803Z
p00192,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T02:35:29.405Z,2026-03-10T02:35:29.405Z
p00193,649.5,79.8,0.0599980143107666,29,Tetrahedron,false,false,2026-03-10T02:35:31.510Z,2026-03-10T02:40:44.241Z
p00194,1590.8,187.9,0.05999826125290388,3,Pentagonal Prism,false,false,2026-03-10T02:36:07.351Z,2026-03-10T02:36:07.351Z
p00195,1380.3,259,0.05999937663734931,1,Pentagonal Prism,false,false,2026-03-10T02:37:27.752Z,2026-03-10T04:41:48.542Z
p00196,1233.7,185.7,0.05999822610261844,3,Pentagonal Prism,false,false,2026-03-10T02:38:02.618Z,2026-03-10T02:38:02.618Z
p00197,1513.9,115,0.05999595660161997,10,Octahedron,false,false,2026-03-10T02:42:38.380Z,2026-03-18T01:46:02.536Z
p00198,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T02:43:26.488Z,2026-03-10T02:43:26.488Z
p00199,1380.3,259,0.05999937663734931,1,Pentagonal Prism,false,false,2026-03-10T02:44:25.408Z,2026-03-10T02:44:25.408Z
p00200,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T02:45:30.730Z,2026-03-10T02:45:30.730Z
p00201,1258.5,215,0.05999882242384511,2,Pentagonal Prism,false,false,2026-03-10T02:46:07.358Z,2026-03-10T02:46:07.358Z
p00202,1217,185.9,0.05999835659360241,3,Pentagonal Prism,true,true,2026-03-10T02:47:01.248Z,2026-05-02T18:26:26.159Z
p00203,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T02:47:44.725Z,2026-03-10T02:53:51.208Z
p00204,1890.4,71.5,0.05999247469864917,37,Square Antiprism,true,true,2026-03-10T02:47:58.636Z,2026-03-13T14:56:11.195Z
p00205,1164.9,213.3,0.05999856302881959,2,Pentagonal Prism,false,false,2026-03-10T02:49:45.419Z,2026-03-10T02:54:49.272Z
p00206,1000.5,187.2,0.05999814995627899,3,Cube,false,false,2026-03-10T02:50:42.208Z,2026-03-10T02:50:42.208Z
p00207,1031.5,259,0.05999926530594201,1,Pentagonal Prism,false,false,2026-03-10T02:51:17.650Z,2026-03-10T02:51:17.650Z
p00208,1200,350,0.06,0,Pentagonal Prism,false,false,2026-03-10T02:52:23.982Z,2026-03-10T02:52:23.982Z
